bedrooms,bathrooms,toilets,parking_space,title,town,state,price,price_raw,price_winsorized,log_price,total_rooms,total_wet_rooms,bathroom_bedroom_ratio,toilet_bedroom_ratio,parking_per_bedroom,has_parking,market_hub,price_band
2,3,3,2,Terraced Bungalow,Simawa,Ogun,18500000,18500000,18500000,16.733281344102608,8,6,1.5,1.5,1,Has parking,Major growth corridor,1
1,1,1,1,Detached Duplex,Maitama District,Abuja,950000000,950000000,950000000,20.671972543611492,3,2,1,1,1,Has parking,Prime commercial hub,5
5,5,6,7,Detached Duplex,Wuse,Abuja,250000000,250000000,250000000,19.33697147982652,16,11,1,1.2,1.4,Has parking,Prime commercial hub,5
6,6,7,1,Detached Duplex,Ikeja,Lagos,170000000,170000000,170000000,18.951309000896888,19,13,1,1.1666666666666667,0.16666666666666666,Has parking,Prime commercial hub,4
5,5,5,3,Semi Detached Duplex,Ikoyi,Lagos,320000000,320000000,320000000,19.583831556883045,15,10,1,1,0.6,Has parking,Prime commercial hub,5
5,6,6,5,Detached Duplex,Lekki,Lagos,110000000,110000000,110000000,18.5159909328476,17,12,1.2,1.2,1,Has parking,Prime commercial hub,4
4,4,5,4,Detached Duplex,Isheri North,Lagos,60000000,60000000,60000000,17.909855136853043,13,9,1,1.25,1,Has parking,Prime commercial hub,3
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,65000000,65000000,65000000,17.989897843244528,13,9,1,1.25,0.75,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Ajah,Lagos,100000000,100000000,100000000,18.420680753952364,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
5,5,5,3,Detached Duplex,Lekki,Lagos,120000000,120000000,120000000,18.603002309079653,15,10,1,1,0.6,Has parking,Prime commercial hub,4
1,1,1,2,Detached Bungalow,Osogbo,Osun,135000000,135000000,135000000,18.72078534381011,3,2,1,1,2,Has parking,Emerging market,4
5,7,7,4,Semi Detached Duplex,Maitama District,Abuja,110000,110000,1000000,13.815511557963774,19,14,1.4,1.4,0.8,Has parking,Prime commercial hub,1
4,4,5,3,Terraced Duplexes,Lekki,Lagos,110000000,110000000,110000000,18.5159909328476,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
4,4,5,3,Detached Duplex,Lekki,Lagos,64000000,64000000,64000000,17.974393656948944,13,9,1,1.25,0.75,Has parking,Prime commercial hub,3
1,5,5,4,Detached Duplex,Maitama District,Abuja,975000000,975000000,975000000,20.697948029987764,11,10,5,5,4,Has parking,Prime commercial hub,5
5,6,6,3,Terraced Duplexes,Life Camp,Abuja,105000000,105000000,105000000,18.46947091764561,17,12,1.2,1.2,0.6,Has parking,Prime commercial hub,4
4,5,5,3,Terraced Duplexes,Gwarinpa,Abuja,250000000,250000000,250000000,19.33697147982652,14,10,1.25,1.25,0.75,Has parking,Prime commercial hub,5
4,4,5,5,Detached Duplex,Ikeja,Lagos,130000000,130000000,130000000,18.683045016112164,13,9,1,1.25,1.25,Has parking,Prime commercial hub,4
3,2,2,4,Block Of Flats,Ibadan,Oyo,25000000,25000000,25000000,17.034386422832473,7,4,0.6666666666666666,0.6666666666666666,1.3333333333333333,Has parking,Major growth corridor,1
4,4,5,5,Detached Duplex,Lekki,Lagos,140000000,140000000,140000000,18.757152987716434,13,9,1,1.25,1.25,Has parking,Prime commercial hub,4
5,6,6,4,Detached Duplex,Lekki,Lagos,90000000,90000000,90000000,18.31532023940565,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,3
6,8,8,2,Detached Duplex,Asokoro District,Abuja,750000000,750000000,750000000,20.435583765827964,22,16,1.3333333333333333,1.3333333333333333,0.3333333333333333,Has parking,Prime commercial hub,5
3,3,4,2,Detached Bungalow,Ikeja,Lagos,45000000,45000000,45000000,17.622173069956816,10,7,1,1.3333333333333333,0.6666666666666666,Has parking,Prime commercial hub,2
3,3,4,5,Block Of Flats,Ketu,Lagos,55000000,55000000,55000000,17.822843761378564,10,7,1,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,2
4,5,5,4,Block Of Flats,Owerri Municipal,Imo,150000000,150000000,150000000,18.826145858727198,14,10,1.25,1.25,1,Has parking,Emerging market,4
3,3,3,4,Detached Bungalow,Life Camp,Abuja,35000000,35000000,35000000,17.370858648025116,9,6,1,1,1.3333333333333333,Has parking,Prime commercial hub,2
5,3,5,7,Detached Duplex,Gwarinpa,Abuja,200000000,200000000,200000000,19.11382792951231,13,8,0.6,1,1.4,Has parking,Prime commercial hub,5
3,5,5,4,Block Of Flats,Utako,Abuja,35000000,35000000,35000000,17.370858648025116,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Prime commercial hub,2
3,3,4,4,Detached Bungalow,Lugbe District,Abuja,40000000,40000000,40000000,17.50439003707821,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,2
4,4,4,4,Terraced Duplexes,Ajah,Lagos,40000000,40000000,40000000,17.50439003707821,12,8,1,1,1,Has parking,Prime commercial hub,2
1,1,1,2,Detached Duplex,Ibadan North,Oyo,300000000,300000000,300000000,19.519293035953808,3,2,1,1,2,Has parking,Major growth corridor,5
4,4,5,3,Detached Duplex,Lekki,Lagos,100000000,100000000,100000000,18.420680753952364,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
3,5,5,4,Block Of Flats,Ikoyi,Lagos,1900000000,1900000000,1900000000,21.365119723645122,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Prime commercial hub,5
5,6,6,5,Detached Duplex,Lekki,Lagos,140000000,140000000,140000000,18.757152987716434,17,12,1.2,1.2,1,Has parking,Prime commercial hub,4
5,5,5,4,Detached Duplex,Victoria Island (Vi),Lagos,400000000,400000000,400000000,19.806975107572256,15,10,1,1,0.8,Has parking,Prime commercial hub,5
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,72000000,72000000,72000000,18.09217669086922,13,9,1,1.25,0.75,Has parking,Prime commercial hub,3
5,6,6,6,Detached Duplex,Kado,Abuja,150000000,150000000,150000000,18.826145858727198,17,12,1.2,1.2,1.2,Has parking,Prime commercial hub,4
4,5,5,4,Block Of Flats,Port Harcourt,Rivers,90000000,90000000,90000000,18.31532023940565,14,10,1.25,1.25,1,Has parking,Major growth corridor,3
2,2,3,3,Semi Detached Bungalow,Mbora (Nbora),Abuja,25000000,25000000,25000000,17.034386422832473,7,5,1,1.5,1.5,Has parking,Prime commercial hub,1
4,4,4,3,Terraced Duplexes,Lekki,Lagos,28000000,28000000,28000000,17.147715103853763,12,8,1,1,0.75,Has parking,Prime commercial hub,1
4,5,5,5,Terraced Duplexes,Jahi,Abuja,70000000,70000000,70000000,18.064005814299346,14,10,1.25,1.25,1.25,Has parking,Prime commercial hub,3
3,3,4,3,Detached Duplex,Ifo,Ogun,25000000,25000000,25000000,17.034386422832473,10,7,1,1.3333333333333333,1,Has parking,Major growth corridor,1
6,6,7,4,Detached Duplex,Lekki,Lagos,300000000,300000000,300000000,19.519293035953808,19,13,1,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,5
5,6,6,7,Detached Duplex,Lekki,Lagos,120000000,120000000,120000000,18.603002309079653,17,12,1.2,1.2,1.4,Has parking,Prime commercial hub,4
6,6,6,5,Detached Duplex,Ikoyi,Lagos,1300000000,1300000000,1300000000,20.985630102183134,18,12,1,1,0.8333333333333334,Has parking,Prime commercial hub,5
6,6,6,6,Detached Duplex,Gwarinpa,Abuja,220000000,220000000,220000000,19.20913810886209,18,12,1,1,1,Has parking,Prime commercial hub,5
4,5,4,4,Detached Duplex,Lekki,Lagos,75000000,75000000,75000000,18.132998684833918,13,9,1.25,1,1,Has parking,Prime commercial hub,3
5,6,6,1,Detached Duplex,Lekki,Lagos,330000000,330000000,330000000,19.6146032154551,17,12,1.2,1.2,0.2,Has parking,Prime commercial hub,5
4,5,5,4,Terraced Duplexes,Utako,Abuja,120000000,120000000,120000000,18.603002309079653,14,10,1.25,1.25,1,Has parking,Prime commercial hub,4
4,5,5,7,Semi Detached Duplex,Life Camp,Abuja,75000000,75000000,75000000,18.132998684833918,14,10,1.25,1.25,1.75,Has parking,Prime commercial hub,3
4,4,5,3,Terraced Bungalow,Guzape District,Abuja,100000000,100000000,100000000,18.420680753952364,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
2,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,5000000,5000000,5000000,15.424948670398354,12,10,2.5,2.5,2,Has parking,Prime commercial hub,1
4,5,5,4,Block Of Flats,Ibadan,Oyo,90000000,90000000,90000000,18.31532023940565,14,10,1.25,1.25,1,Has parking,Major growth corridor,3
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,400000000,400000000,400000000,19.806975107572256,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
5,5,5,5,Detached Duplex,Lekki,Lagos,140000000,140000000,140000000,18.757152987716434,15,10,1,1,1,Has parking,Prime commercial hub,4
2,3,3,2,Terraced Bungalow,Ibeju Lekki,Lagos,14000000,14000000,14000000,16.454567959008102,8,6,1.5,1.5,1,Has parking,Prime commercial hub,1
2,2,2,1,Detached Duplex,Asokoro District,Abuja,462837,462837,1000000,13.815511557963774,6,4,1,1,0.5,Has parking,Prime commercial hub,1
7,8,8,1,Detached Duplex,Maitama District,Abuja,900000000,900000000,900000000,20.617905322399697,23,16,1.1428571428571428,1.1428571428571428,0.14285714285714285,Has parking,Prime commercial hub,5
4,5,5,6,Detached Duplex,Lekki,Lagos,95000000,95000000,95000000,18.36938746009113,14,10,1.25,1.25,1.5,Has parking,Prime commercial hub,3
5,5,6,5,Detached Duplex,Ikoyi,Lagos,450000000,450000000,450000000,19.92475814295086,16,11,1,1.2,1,Has parking,Prime commercial hub,5
5,4,5,3,Detached Duplex,Lekki,Lagos,105000000,105000000,105000000,18.46947091764561,14,9,0.8,1,0.6,Has parking,Prime commercial hub,4
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,63000000,63000000,63000000,17.958645300228824,13,9,1,1.25,1,Has parking,Prime commercial hub,3
4,4,5,4,Detached Duplex,Galadimawa,Abuja,140000000,140000000,140000000,18.757152987716434,13,9,1,1.25,1,Has parking,Prime commercial hub,4
5,6,6,4,Detached Duplex,Lekki,Lagos,140000000,140000000,140000000,18.757152987716434,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,4
2,5,5,4,Detached Duplex,Km 46,Ogun,20000000,20000000,20000000,16.811242881518265,12,10,2.5,2.5,2,Has parking,Major growth corridor,1
4,4,5,3,Terraced Duplexes,Isheri North,Lagos,27000000,27000000,27000000,17.11134746100564,13,9,1,1.25,0.75,Has parking,Prime commercial hub,1
5,5,7,6,Detached Duplex,Lekki,Lagos,70000000,70000000,70000000,18.064005814299346,17,12,1,1.4,1.2,Has parking,Prime commercial hub,3
3,3,4,4,Terraced Duplexes,Lekki,Lagos,62000000,62000000,62000000,17.9426449591384,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,3
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,160000000,160000000,160000000,18.8906843794481,13,9,1,1.25,1,Has parking,Prime commercial hub,4
8,5,5,4,Block Of Flats,Ajah,Lagos,28000000,28000000,28000000,17.147715103853763,18,10,0.625,0.625,0.5,Has parking,Prime commercial hub,1
2,2,3,4,Terraced Bungalow,Mowe Town,Ogun,10500000,10500000,10500000,16.166885910365842,7,5,1,1.5,2,Has parking,Major growth corridor,1
3,3,3,4,Block Of Flats,Egor,Edo,27000000,27000000,27000000,17.11134746100564,9,6,1,1,1.3333333333333333,Has parking,Emerging market,1
5,5,6,5,Detached Duplex,Lekki,Lagos,60000000,60000000,60000000,17.909855136853043,16,11,1,1.2,1,Has parking,Prime commercial hub,3
7,5,5,4,Detached Duplex,Jabi,Abuja,600000000,600000000,600000000,20.21244021484709,17,10,0.7142857142857143,0.7142857142857143,0.5714285714285714,Has parking,Prime commercial hub,5
4,1,1,1,Block Of Flats,Lekki,Lagos,350000000,350000000,350000000,19.673443715304877,6,2,0.25,0.25,0.25,Has parking,Prime commercial hub,5
7,7,8,5,Detached Duplex,Maitama District,Abuja,1000000000,1000000000,1000000000,20.72326583794641,22,15,1,1.1428571428571428,0.7142857142857143,Has parking,Prime commercial hub,5
2,3,4,2,Terraced Duplexes,Ajah,Lagos,28000000,28000000,28000000,17.147715103853763,9,7,1.5,2,1,Has parking,Prime commercial hub,1
3,5,5,5,Detached Duplex,Gbagada,Lagos,55000000,55000000,55000000,17.822843761378564,13,10,1.6666666666666667,1.6666666666666667,1.6666666666666667,Has parking,Prime commercial hub,2
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,30000000,30000000,30000000,17.216707972959764,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,1
3,3,3,9,Block Of Flats,Port Harcourt,Rivers,30000000,30000000,30000000,17.216707972959764,9,6,1,1,3,Has parking,Major growth corridor,1
3,3,3,4,Block Of Flats,Ikoyi,Lagos,1500000000,1500000000,1500000000,21.12873094572124,9,6,1,1,1.3333333333333333,Has parking,Prime commercial hub,5
5,5,5,4,Detached Duplex,Ajah,Lagos,80000000,80000000,80000000,18.197537205138154,15,10,1,1,0.8,Has parking,Prime commercial hub,3
5,6,6,4,Detached Duplex,Lekki,Lagos,80000000,80000000,80000000,18.197537205138154,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,3
5,5,6,6,Detached Duplex,Lekki,Lagos,310000000,310000000,310000000,19.552082858669273,16,11,1,1.2,1.2,Has parking,Prime commercial hub,5
3,3,4,3,Terraced Duplexes,Gwarinpa,Abuja,39000000,39000000,39000000,17.479072229734946,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,2
3,3,4,3,Terraced Duplexes,Ajah,Lagos,23000000,23000000,23000000,16.951004817371683,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,1
4,4,5,4,Semi Detached Bungalow,Lekki,Lagos,55000000,55000000,55000000,17.822843761378564,13,9,1,1.25,1,Has parking,Prime commercial hub,2
4,4,5,5,Detached Duplex,Katampe,Abuja,43000000,43000000,43000000,17.57671069691365,13,9,1,1.25,1.25,Has parking,Prime commercial hub,2
4,4,5,6,Semi Detached Duplex,Ilupeju,Lagos,100000000,100000000,100000000,18.420680753952364,13,9,1,1.25,1.5,Has parking,Prime commercial hub,4
3,3,4,1,Block Of Flats,Lekki,Lagos,45000000,45000000,45000000,17.622173069956816,10,7,1,1.3333333333333333,0.3333333333333333,Has parking,Prime commercial hub,2
5,5,5,5,Detached Duplex,Magodo,Lagos,230000000,230000000,230000000,19.253589871235295,15,10,1,1,1,Has parking,Prime commercial hub,5
5,5,6,2,Detached Duplex,Lekki,Lagos,90000000,90000000,90000000,18.31532023940565,16,11,1,1.2,0.4,Has parking,Prime commercial hub,3
2,3,3,3,Semi Detached Duplex,Lokogoma District,Abuja,29000000,29000000,29000000,17.182806422433504,8,6,1.5,1.5,1.5,Has parking,Prime commercial hub,1
2,5,5,4,Block Of Flats,Lekki,Lagos,30000000,30000000,30000000,17.216707972959764,12,10,2.5,2.5,2,Has parking,Prime commercial hub,1
3,3,4,4,Terraced Duplexes,Lekki,Lagos,44000000,44000000,44000000,17.599700214609808,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,2
4,5,5,4,Block Of Flats,Ajah,Lagos,55000000,55000000,55000000,17.822843761378564,14,10,1.25,1.25,1,Has parking,Prime commercial hub,2
3,3,4,4,Detached Bungalow,Mowe Town,Ogun,16000000,16000000,16000000,16.588099342704055,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Major growth corridor,1
4,5,5,4,Block Of Flats,Afijio,Oyo,3300000,3300000,3300000,15.009433329466965,14,10,1.25,1.25,1,Has parking,Major growth corridor,1
3,3,4,4,Semi Detached Duplex,Ibeju Lekki,Lagos,29000000,29000000,29000000,17.182806422433504,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,1
6,7,7,4,Detached Duplex,Lekki,Lagos,275000000,275000000,275000000,19.432281659267208,20,14,1.1666666666666667,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,5
3,3,4,5,Detached Bungalow,Ajah,Lagos,30000000,30000000,30000000,17.216707972959764,10,7,1,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,1
5,7,7,1,Detached Duplex,Jabi,Abuja,170000000,170000000,170000000,18.951309000896888,19,14,1.4,1.4,0.2,Has parking,Prime commercial hub,4
4,4,5,8,Detached Duplex,Life Camp,Abuja,200000000,200000000,200000000,19.11382792951231,13,9,1,1.25,2,Has parking,Prime commercial hub,5
5,5,5,4,Detached Duplex,Lekki,Lagos,220000000,220000000,220000000,19.20913810886209,15,10,1,1,0.8,Has parking,Prime commercial hub,5
4,4,4,4,Detached Bungalow,Ifako-Ijaiye,Lagos,15500000,15500000,15500000,16.5563506464056,12,8,1,1,1,Has parking,Prime commercial hub,1
5,5,6,7,Detached Duplex,Lekki,Lagos,85000000,85000000,85000000,18.258161826219297,16,11,1,1.2,1.4,Has parking,Prime commercial hub,3
3,8,8,4,Detached Duplex,Ajah,Lagos,80000000,80000000,80000000,18.197537205138154,19,16,2.6666666666666665,2.6666666666666665,1.3333333333333333,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Lekki,Lagos,115000000,115000000,115000000,18.560442695023177,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
4,5,6,4,Detached Duplex,Lekki,Lagos,65000000,65000000,65000000,17.989897843244528,15,11,1.25,1.5,1,Has parking,Prime commercial hub,3
3,3,3,3,Terraced Duplexes,Ajah,Lagos,65000000,65000000,65000000,17.989897843244528,9,6,1,1,1,Has parking,Prime commercial hub,3
3,3,4,6,Detached Bungalow,Apo,Abuja,19500000,19500000,19500000,16.785925074816024,10,7,1,1.3333333333333333,2,Has parking,Prime commercial hub,1
5,6,6,5,Detached Duplex,Lekki,Lagos,220000000,220000000,220000000,19.20913810886209,17,12,1.2,1.2,1,Has parking,Prime commercial hub,5
5,6,6,4,Detached Duplex,Wuse 2,Abuja,250000000,250000000,250000000,19.33697147982652,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,5
2,2,3,6,Block Of Flats,Lekki,Lagos,45000000,45000000,45000000,17.622173069956816,7,5,1,1.5,3,Has parking,Prime commercial hub,2
3,3,3,4,Detached Bungalow,Nyanya,Abuja,14500000,14500000,14500000,16.489659276356317,9,6,1,1,1.3333333333333333,Has parking,Prime commercial hub,1
4,5,6,4,Detached Duplex,Lekki,Lagos,90000000,90000000,90000000,18.31532023940565,15,11,1.25,1.5,1,Has parking,Prime commercial hub,3
4,5,5,4,Block Of Flats,Wuse 2,Abuja,950000000,950000000,950000000,20.671972543611492,14,10,1.25,1.25,1,Has parking,Prime commercial hub,5
2,8,8,4,Block Of Flats,Ajah,Lagos,45000000,45000000,45000000,17.622173069956816,18,16,4,4,2,Has parking,Prime commercial hub,2
3,3,3,8,Detached Bungalow,Port Harcourt,Rivers,70000000,70000000,70000000,18.064005814299346,9,6,1,1,2.6666666666666665,Has parking,Major growth corridor,3
5,5,6,3,Detached Duplex,Lekki,Lagos,130000000,130000000,130000000,18.683045016112164,16,11,1,1.2,0.6,Has parking,Prime commercial hub,4
2,3,3,4,Semi Detached Bungalow,Mowe Ofada,Ogun,7000000,7000000,7000000,15.76142084987672,8,6,1.5,1.5,2,Has parking,Major growth corridor,1
6,6,7,1,Detached Duplex,Maitama District,Abuja,600000000,600000000,600000000,20.21244021484709,19,13,1,1.1666666666666667,0.16666666666666666,Has parking,Prime commercial hub,5
3,3,1,4,Block Of Flats,Lekki,Lagos,650000000,650000000,650000000,20.29248292239242,7,4,1,0.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,5
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,78000000,78000000,78000000,18.17221939747438,14,10,1.25,1.25,1,Has parking,Prime commercial hub,3
3,4,5,3,Block Of Flats,Ikoyi,Lagos,260000000,260000000,260000000,19.376192192825954,12,9,1.3333333333333333,1.6666666666666667,1,Has parking,Prime commercial hub,5
3,4,4,2,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000,33000000,33000000,17.312018149733785,11,8,1.3333333333333333,1.3333333333333333,0.6666666666666666,Has parking,Prime commercial hub,2
4,4,4,4,Terraced Duplexes,Wuye,Abuja,65000000,65000000,65000000,17.989897843244528,12,8,1,1,1,Has parking,Prime commercial hub,3
5,5,5,4,Detached Duplex,Ikeja,Lagos,140000000,140000000,140000000,18.757152987716434,15,10,1,1,0.8,Has parking,Prime commercial hub,4
3,3,4,3,Terraced Duplexes,Karsana,Abuja,37000000,37000000,37000000,17.426428497635523,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,2
5,6,6,9,Detached Duplex,Lekki,Lagos,70000000,70000000,70000000,18.064005814299346,17,12,1.2,1.2,1.8,Has parking,Prime commercial hub,3
3,3,4,4,Semi Detached Bungalow,Sango Ota,Ogun,30000000,30000000,30000000,17.216707972959764,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Major growth corridor,1
4,4,5,3,Terraced Duplexes,Katampe,Abuja,110000000,110000000,110000000,18.5159909328476,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
5,5,6,5,Detached Duplex,Lekki,Lagos,200000000,200000000,200000000,19.11382792951231,16,11,1,1.2,1,Has parking,Prime commercial hub,5
5,5,6,4,Terraced Duplexes,Uyo,Akwa Ibom,100000000,100000000,100000000,18.420680753952364,16,11,1,1.2,0.8,Has parking,Emerging market,4
4,6,6,8,Semi Detached Duplex,Lekki,Lagos,450000000,450000000,450000000,19.92475814295086,16,12,1.5,1.5,2,Has parking,Prime commercial hub,5
6,7,7,4,Detached Duplex,Lekki,Lagos,400000000,400000000,400000000,19.806975107572256,20,14,1.1666666666666667,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,5
4,4,5,5,Detached Bungalow,Ajah,Lagos,30000000,30000000,30000000,17.216707972959764,13,9,1,1.25,1.25,Has parking,Prime commercial hub,1
3,3,3,2,Detached Duplex,Ikoyi,Lagos,56000000,56000000,56000000,17.840862266556567,9,6,1,1,0.6666666666666666,Has parking,Prime commercial hub,2
5,6,6,6,Detached Duplex,Lekki,Lagos,120000000,120000000,120000000,18.603002309079653,17,12,1.2,1.2,1.2,Has parking,Prime commercial hub,4
3,3,3,4,Detached Bungalow,Ibarapa North,Oyo,10000000,10000000,10000000,16.118095750958314,9,6,1,1,1.3333333333333333,Has parking,Major growth corridor,1
5,5,6,4,Detached Duplex,Mabushi,Abuja,200000000,200000000,200000000,19.11382792951231,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
4,4,5,3,Detached Duplex,Lekki,Lagos,120000000,120000000,120000000,18.603002309079653,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
3,3,4,5,Detached Bungalow,Lokogoma District,Abuja,19000000,19000000,19000000,16.759949589762293,10,7,1,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,1
4,4,4,2,Terraced Duplexes,Gaduwa,Abuja,27000000,27000000,27000000,17.11134746100564,12,8,1,1,0.5,Has parking,Prime commercial hub,1
2,2,2,6,Block Of Flats,Port Harcourt,Rivers,28000000,28000000,28000000,17.147715103853763,6,4,1,1,3,Has parking,Major growth corridor,1
3,3,4,4,Detached Bungalow,Ajah,Lagos,27000000,27000000,27000000,17.11134746100564,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,1
5,5,6,5,Detached Duplex,Wuye,Abuja,100000000,100000000,100000000,18.420680753952364,16,11,1,1.2,1,Has parking,Prime commercial hub,4
4,5,5,5,Detached Duplex,Ajah,Lagos,50000000,50000000,50000000,17.72753358339242,14,10,1.25,1.25,1.25,Has parking,Prime commercial hub,2
5,4,5,4,Detached Duplex,Magodo,Lagos,25000000,25000000,25000000,17.034386422832473,14,9,0.8,1,0.8,Has parking,Prime commercial hub,1
3,3,4,4,Terraced Duplexes,Victoria Island (Vi),Lagos,130000000,130000000,130000000,18.683045016112164,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,4
6,6,7,6,Detached Duplex,Port Harcourt,Rivers,120000000,120000000,120000000,18.603002309079653,19,13,1,1.1666666666666667,1,Has parking,Major growth corridor,4
4,4,5,3,Detached Duplex,Ajah,Lagos,75000000,75000000,75000000,18.132998684833918,13,9,1,1.25,0.75,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Owerri Municipal,Imo,90000000,90000000,90000000,18.31532023940565,16,11,1,1.2,0.8,Has parking,Emerging market,3
4,5,5,4,Block Of Flats,Ikoyi,Lagos,14000000000,14000000000,10782499999.998436,23.10119028657887,14,10,1.25,1.25,1,Has parking,Prime commercial hub,5
2,2,3,2,Block Of Flats,Lekki,Lagos,50000000,50000000,50000000,17.72753358339242,7,5,1,1.5,1,Has parking,Prime commercial hub,2
4,5,5,3,Terraced Duplexes,Lekki,Lagos,50000000,50000000,50000000,17.72753358339242,14,10,1.25,1.25,0.75,Has parking,Prime commercial hub,2
6,6,6,4,Detached Bungalow,Ajah,Lagos,40000000,40000000,40000000,17.50439003707821,18,12,1,1,0.6666666666666666,Has parking,Prime commercial hub,2
4,4,4,5,Detached Duplex,Ajah,Lagos,70000000,70000000,70000000,18.064005814299346,12,8,1,1,1.25,Has parking,Prime commercial hub,3
5,5,5,4,Detached Duplex,Magodo,Lagos,180000000,180000000,180000000,19.00846741441004,15,10,1,1,0.8,Has parking,Prime commercial hub,4
4,4,5,4,Terraced Duplexes,Lekki,Lagos,67000000,67000000,67000000,18.020203192280615,13,9,1,1.25,1,Has parking,Prime commercial hub,3
1,1,1,1,Block Of Flats,Magodo,Lagos,120000000,120000000,120000000,18.603002309079653,3,2,1,1,1,Has parking,Prime commercial hub,4
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,100000000,100000000,100000000,18.420680753952364,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
4,4,5,5,Terraced Duplexes,Gwarinpa,Abuja,46000000,46000000,46000000,17.6441519761925,13,9,1,1.25,1.25,Has parking,Prime commercial hub,2
1,5,2,2,Terraced Bungalow,Owerri Municipal,Imo,5850000,5850000,5850000,15.581952390148196,8,7,5,2,2,Has parking,Emerging market,1
4,4,4,4,Detached Bungalow,Ipaja,Lagos,24000000,24000000,24000000,16.993564429978885,12,8,1,1,1,Has parking,Prime commercial hub,1
6,6,7,5,Detached Duplex,Lekki,Lagos,360000000,360000000,360000000,19.701614592192207,19,13,1,1.1666666666666667,0.8333333333333334,Has parking,Prime commercial hub,5
4,4,5,5,Terraced Duplexes,Life Camp,Abuja,65000000,65000000,65000000,17.989897843244528,13,9,1,1.25,1.25,Has parking,Prime commercial hub,3
5,6,6,2,Detached Duplex,Enugu,Enugu,60000000,60000000,60000000,17.909855136853043,17,12,1.2,1.2,0.4,Has parking,Emerging market,3
4,4,5,5,Detached Duplex,Lekki,Lagos,45000000,45000000,45000000,17.622173069956816,13,9,1,1.25,1.25,Has parking,Prime commercial hub,2
5,5,6,7,Detached Duplex,Lekki,Lagos,140000000,140000000,140000000,18.757152987716434,16,11,1,1.2,1.4,Has parking,Prime commercial hub,4
4,4,5,3,Detached Duplex,Lekki,Lagos,125000000,125000000,125000000,18.643824303266577,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
3,3,4,2,Detached Bungalow,Ibeju Lekki,Lagos,46200000,46200000,46200000,17.648490377696987,10,7,1,1.3333333333333333,0.6666666666666666,Has parking,Prime commercial hub,2
4,5,5,4,Block Of Flats,Lekki,Lagos,25000000,25000000,25000000,17.034386422832473,14,10,1.25,1.25,1,Has parking,Prime commercial hub,1
