bedrooms,bathrooms,toilets,parking_space,title,town,state,price,price_raw,price_winsorized,log_price,total_rooms,total_wet_rooms,bathroom_bedroom_ratio,toilet_bedroom_ratio,parking_per_bedroom,has_parking,market_hub,price_band
4,4,4,4,Detached Duplex,Ilupeju,Lagos,120000000,120000000,120000000,18.603002309079653,12,8,1,1,1,Has parking,Prime commercial hub,4
5,6,7,5,Detached Duplex,Lekki,Lagos,112000000,112000000,112000000,18.53400943818794,18,13,1.2,1.4,1,Has parking,Prime commercial hub,4
4,5,5,4,Semi Detached Duplex,Durumi,Abuja,45000000,45000000,45000000,17.622173069956816,14,10,1.25,1.25,1,Has parking,Prime commercial hub,2
4,4,5,4,Detached Duplex,Lekki,Lagos,200000000,200000000,200000000,19.11382792951231,13,9,1,1.25,1,Has parking,Prime commercial hub,5
2,2,3,4,Terraced Duplexes,Ajah,Lagos,35000000,35000000,35000000,17.370858648025116,7,5,1,1.5,2,Has parking,Prime commercial hub,2
5,5,6,4,Detached Duplex,Mabushi,Abuja,570000000,570000000,570000000,20.161146920547257,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
5,5,6,4,Detached Duplex,Ajah,Lagos,250000000,250000000,250000000,19.33697147982652,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
3,5,5,1,Detached Bungalow,Port Harcourt,Rivers,35000000,35000000,35000000,17.370858648025116,13,10,1.6666666666666667,1.6666666666666667,0.3333333333333333,Has parking,Major growth corridor,2
4,4,5,7,Semi Detached Duplex,Wuye,Abuja,150000000,150000000,150000000,18.826145858727198,13,9,1,1.25,1.75,Has parking,Prime commercial hub,4
7,7,8,4,Detached Duplex,Ikoyi,Lagos,1800000000,1800000000,1800000000,21.311052502404085,22,15,1,1.1428571428571428,0.5714285714285714,Has parking,Prime commercial hub,5
1,1,1,4,Block Of Flats,Ibadan,Oyo,70000000,70000000,70000000,18.064005814299346,3,2,1,1,4,Has parking,Major growth corridor,3
3,5,5,4,Block Of Flats,Ikeja,Lagos,45000000,45000000,45000000,17.622173069956816,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Prime commercial hub,2
4,5,5,4,Terraced Duplexes,Mabushi,Abuja,150000000,150000000,150000000,18.826145858727198,14,10,1.25,1.25,1,Has parking,Prime commercial hub,4
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,60000000,60000000,60000000,17.909855136853043,13,9,1,1.25,0.75,Has parking,Prime commercial hub,3
3,4,4,3,Semi Detached Duplex,Ibeju Lekki,Lagos,30000000,30000000,30000000,17.216707972959764,11,8,1.3333333333333333,1.3333333333333333,1,Has parking,Prime commercial hub,1
4,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,22000000,22000000,22000000,16.906553056777135,14,10,1.25,1.25,1,Has parking,Prime commercial hub,1
3,4,4,5,Detached Bungalow,Gwarinpa,Abuja,50000000,50000000,50000000,17.72753358339242,11,8,1.3333333333333333,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,2
5,5,6,4,Detached Duplex,Magodo,Lagos,130000000,130000000,130000000,18.683045016112164,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
5,7,8,4,Detached Duplex,Lekki,Lagos,95000000,95000000,95000000,18.36938746009113,20,15,1.4,1.6,0.8,Has parking,Prime commercial hub,3
5,6,7,7,Block Of Flats,Abeokuta South,Ogun,10000000,10000000,10000000,16.118095750958314,18,13,1.2,1.4,1.4,Has parking,Major growth corridor,1
3,3,4,1,Detached Bungalow,Gwarinpa,Abuja,55000000,55000000,55000000,17.822843761378564,10,7,1,1.3333333333333333,0.3333333333333333,Has parking,Prime commercial hub,2
4,4,4,8,Detached Duplex,Ajah,Lagos,45000000,45000000,45000000,17.622173069956816,12,8,1,1,2,Has parking,Prime commercial hub,2
3,5,5,4,Block Of Flats,Oredo,Edo,40000000,40000000,40000000,17.50439003707821,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Emerging market,2
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,140000000,140000000,140000000,18.757152987716434,13,9,1,1.25,1,Has parking,Prime commercial hub,4
3,5,5,4,Detached Bungalow,Ijoko,Ogun,4000000,4000000,4000000,15.201805169084134,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Major growth corridor,1
3,3,4,3,Block Of Flats,Victoria Island (Vi),Lagos,65000000,65000000,65000000,17.989897843244528,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,3
4,4,5,4,Detached Bungalow,Ajah,Lagos,65000000,65000000,65000000,17.989897843244528,13,9,1,1.25,1,Has parking,Prime commercial hub,3
3,3,4,4,Block Of Flats,Ikoyi,Lagos,8500000000,8500000000,8500000000,22.86333200056033,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,5
4,5,5,4,Detached Bungalow,Ayobo,Lagos,12000000,12000000,12000000,16.300417291085605,14,10,1.25,1.25,1,Has parking,Prime commercial hub,1
4,4,5,5,Terraced Duplexes,Katampe,Abuja,75000000,75000000,75000000,18.132998684833918,13,9,1,1.25,1.25,Has parking,Prime commercial hub,3
4,5,6,2,Terraced Duplexes,Lekki,Lagos,45000000,45000000,45000000,17.622173069956816,15,11,1.25,1.5,0.5,Has parking,Prime commercial hub,2
8,5,5,4,Block Of Flats,Ikeja,Lagos,22000000,22000000,22000000,16.906553056777135,18,10,0.625,0.625,0.5,Has parking,Prime commercial hub,1
2,3,3,4,Semi Detached Duplex,Ibeju Lekki,Lagos,26000000,26000000,26000000,17.073607134447293,8,6,1.5,1.5,2,Has parking,Prime commercial hub,1
5,5,5,3,Semi Detached Duplex,Magboro,Ogun,65000000,65000000,65000000,17.989897843244528,15,10,1,1,0.6,Has parking,Major growth corridor,3
5,5,6,6,Detached Duplex,Lekki,Lagos,155000000,155000000,155000000,18.858935681335133,16,11,1,1.2,1.2,Has parking,Prime commercial hub,4
6,7,7,7,Detached Duplex,Lekki,Lagos,8500000,8500000,8500000,15.955576839107596,20,14,1.1666666666666667,1.1666666666666667,1.1666666666666667,Has parking,Prime commercial hub,1
4,4,5,1,Semi Detached Duplex,Maryland,Lagos,55000000,55000000,55000000,17.822843761378564,13,9,1,1.25,0.25,Has parking,Prime commercial hub,2
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,47000000,47000000,47000000,17.665658180950928,13,9,1,1.25,1,Has parking,Prime commercial hub,2
6,6,7,4,Detached Duplex,Lekki,Lagos,450000000,450000000,450000000,19.92475814295086,19,13,1,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,5
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,75000000,75000000,75000000,18.132998684833918,15,10,1,1,0.8,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Magodo,Lagos,55000000,55000000,55000000,17.822843761378564,16,11,1,1.2,0.8,Has parking,Prime commercial hub,2
4,4,5,6,Detached Duplex,Lekki,Lagos,110000000,110000000,110000000,18.5159909328476,13,9,1,1.25,1.5,Has parking,Prime commercial hub,4
2,2,2,4,Detached Bungalow,Badagry,Lagos,15000000,15000000,15000000,16.52356082573315,6,4,1,1,2,Has parking,Prime commercial hub,1
1,1,1,4,Block Of Flats,Ayobo,Lagos,55000000,55000000,55000000,17.822843761378564,3,2,1,1,4,Has parking,Prime commercial hub,2
5,4,6,4,Semi Detached Duplex,Lekki,Lagos,150000000,150000000,150000000,18.826145858727198,15,10,0.8,1.2,0.8,Has parking,Prime commercial hub,4
3,3,3,2,Terraced Duplexes,Lokogoma District,Abuja,28000000,28000000,28000000,17.147715103853763,9,6,1,1,0.6666666666666666,Has parking,Prime commercial hub,1
6,6,7,6,Detached Duplex,Arepo,Ogun,135000000,135000000,135000000,18.72078534381011,19,13,1,1.1666666666666667,1,Has parking,Major growth corridor,4
6,5,7,4,Semi Detached Duplex,Wuye,Abuja,60000000,60000000,60000000,17.909855136853043,18,12,0.8333333333333334,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,200000000,200000000,200000000,19.11382792951231,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
6,4,7,4,Detached Duplex,Kado,Abuja,300000000,300000000,300000000,19.519293035953808,17,11,0.6666666666666666,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,5
5,5,6,5,Detached Duplex,Lekki,Lagos,105000000,105000000,105000000,18.46947091764561,16,11,1,1.2,1,Has parking,Prime commercial hub,4
5,5,6,4,Detached Duplex,Lekki,Lagos,360000000,360000000,360000000,19.701614592192207,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
4,4,4,3,Semi Detached Duplex,Ibadan,Oyo,18000000,18000000,18000000,16.705882371415992,12,8,1,1,0.75,Has parking,Major growth corridor,1
5,5,6,5,Detached Duplex,Ikeja,Lagos,190000000,190000000,190000000,19.06253463538792,16,11,1,1.2,1,Has parking,Prime commercial hub,4
6,6,7,4,Detached Duplex,Ikeja,Lagos,260000000,260000000,260000000,19.376192192825954,19,13,1,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,5
5,5,6,2,Detached Duplex,Lokogoma District,Abuja,63000000,63000000,63000000,17.958645300228824,16,11,1,1.2,0.4,Has parking,Prime commercial hub,3
5,5,6,2,Semi Detached Duplex,Lekki,Lagos,90000000,90000000,90000000,18.31532023940565,16,11,1,1.2,0.4,Has parking,Prime commercial hub,3
4,3,4,6,Terraced Bungalow,Ibeju Lekki,Lagos,25000000,25000000,25000000,17.034386422832473,11,7,0.75,1,1.5,Has parking,Prime commercial hub,1
2,3,3,4,Detached Duplex,Lekki,Lagos,30000000,30000000,30000000,17.216707972959764,8,6,1.5,1.5,2,Has parking,Prime commercial hub,1
5,5,5,4,Block Of Flats,Ado-Odo/Ota,Ogun,7000000,7000000,7000000,15.76142084987672,15,10,1,1,0.8,Has parking,Major growth corridor,1
4,4,5,4,Terraced Duplexes,Jabi,Abuja,145000000,145000000,145000000,18.7922443072814,13,9,1,1.25,1,Has parking,Prime commercial hub,4
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,45000000,45000000,45000000,17.622173069956816,13,9,1,1.25,0.75,Has parking,Prime commercial hub,2
7,7,8,5,Terraced Duplexes,Katampe,Abuja,120000000,120000000,120000000,18.603002309079653,22,15,1,1.1428571428571428,0.7142857142857143,Has parking,Prime commercial hub,4
5,6,6,4,Terraced Duplexes,Guzape District,Abuja,120000000,120000000,120000000,18.603002309079653,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,4
7,5,5,1,Detached Duplex,Ifako-Ijaiye,Lagos,25000000,25000000,25000000,17.034386422832473,17,10,0.7142857142857143,0.7142857142857143,0.14285714285714285,Has parking,Prime commercial hub,1
5,8,8,5,Detached Duplex,Lekki,Lagos,150000000,150000000,150000000,18.826145858727198,21,16,1.6,1.6,1,Has parking,Prime commercial hub,4
4,4,5,4,Semi Detached Duplex,Arepo,Ogun,35000000,35000000,35000000,17.370858648025116,13,9,1,1.25,1,Has parking,Major growth corridor,2
4,4,5,2,Detached Duplex,Lekki,Lagos,65000000,65000000,65000000,17.989897843244528,13,9,1,1.25,0.5,Has parking,Prime commercial hub,3
3,3,3,3,Block Of Flats,Ikeja,Lagos,650000000,650000000,650000000,20.29248292239242,9,6,1,1,1,Has parking,Prime commercial hub,5
6,5,5,4,Detached Duplex,Magodo,Lagos,155000000,155000000,155000000,18.858935681335133,16,10,0.8333333333333334,0.8333333333333334,0.6666666666666666,Has parking,Prime commercial hub,4
5,6,5,4,Detached Duplex,Lekki,Lagos,125000000,125000000,125000000,18.643824303266577,16,11,1.2,1,0.8,Has parking,Prime commercial hub,4
5,5,6,5,Detached Duplex,Ikeja,Lagos,160000000,160000000,160000000,18.8906843794481,16,11,1,1.2,1,Has parking,Prime commercial hub,4
5,5,6,3,Semi Detached Duplex,Ikoyi,Lagos,450000000,450000000,450000000,19.92475814295086,16,11,1,1.2,0.6,Has parking,Prime commercial hub,5
5,5,5,6,Detached Duplex,Ikeja,Lagos,170000000,170000000,170000000,18.951309000896888,15,10,1,1,1.2,Has parking,Prime commercial hub,4
5,6,5,8,Detached Duplex,Alimosho,Lagos,30000000,30000000,30000000,17.216707972959764,16,11,1.2,1,1.6,Has parking,Prime commercial hub,1
5,6,7,4,Terraced Duplexes,Lekki,Lagos,126000000,126000000,126000000,18.65179247285226,18,13,1.2,1.4,0.8,Has parking,Prime commercial hub,4
3,4,4,3,Terraced Duplexes,Ajah,Lagos,55000000,55000000,55000000,17.822843761378564,11,8,1.3333333333333333,1.3333333333333333,1,Has parking,Prime commercial hub,2
3,3,4,3,Detached Bungalow,Ojodu,Lagos,30000000,30000000,30000000,17.216707972959764,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,1
4,4,4,3,Detached Bungalow,Ipaja,Lagos,7500000,7500000,7500000,15.830413711839864,12,8,1,1,0.75,Has parking,Prime commercial hub,1
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,150000000,150000000,150000000,18.826145858727198,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
4,5,5,5,Detached Duplex,Magodo,Lagos,145000000,145000000,145000000,18.7922443072814,14,10,1.25,1.25,1.25,Has parking,Prime commercial hub,4
3,3,4,4,Detached Bungalow,Kurudu,Abuja,15000000,15000000,15000000,16.52356082573315,10,7,1,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,1
2,5,5,4,Block Of Flats,Mowe Ofada,Ogun,4500000,4500000,4500000,15.319588176962746,12,10,2.5,2.5,2,Has parking,Major growth corridor,1
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,380000000,380000000,380000000,19.755681813316283,13,9,1,1.25,1,Has parking,Prime commercial hub,5
4,4,4,4,Detached Duplex,Arepo,Ogun,50000000,50000000,50000000,17.72753358339242,12,8,1,1,1,Has parking,Major growth corridor,2
4,4,4,4,Detached Bungalow,Ikorodu,Lagos,4500000,4500000,4500000,15.319588176962746,12,8,1,1,1,Has parking,Prime commercial hub,1
4,4,4,4,Detached Duplex,Owerri West,Imo,48000000,48000000,48000000,17.6867115897055,12,8,1,1,1,Has parking,Emerging market,2
5,6,6,4,Detached Duplex,Ibeju Lekki,Lagos,75000000,75000000,75000000,18.132998684833918,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Ajah,Lagos,170000000,170000000,170000000,18.951309000896888,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
2,2,3,4,Detached Bungalow,Epe,Lagos,12000000,12000000,12000000,16.300417291085605,7,5,1,1.5,2,Has parking,Prime commercial hub,1
3,3,4,3,Detached Bungalow,Mowe Ofada,Ogun,10500000,10500000,10500000,16.166885910365842,10,7,1,1.3333333333333333,1,Has parking,Major growth corridor,1
3,5,4,4,Terraced Duplexes,Arepo,Ogun,37000000,37000000,37000000,17.426428497635523,12,9,1.6666666666666667,1.3333333333333333,1.3333333333333333,Has parking,Major growth corridor,2
5,5,6,4,Detached Duplex,Isheri North,Lagos,75000000,75000000,75000000,18.132998684833918,16,11,1,1.2,0.8,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Victoria Island (Vi),Lagos,175000000,175000000,175000000,18.980296537602072,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
4,5,5,4,Detached Duplex,Lekki,Lagos,280000000,280000000,280000000,19.450300164704952,14,10,1.25,1.25,1,Has parking,Prime commercial hub,5
4,5,4,4,Detached Bungalow,Ibeju Lekki,Lagos,39000000,39000000,39000000,17.479072229734946,13,9,1.25,1,1,Has parking,Prime commercial hub,2
5,7,7,1,Detached Duplex,Gwarinpa,Abuja,80000000,80000000,80000000,18.197537205138154,19,14,1.4,1.4,0.2,Has parking,Prime commercial hub,3
3,4,4,4,Terraced Duplexes,Ajah,Lagos,55000000,55000000,55000000,17.822843761378564,11,8,1.3333333333333333,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,2
2,2,3,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,14000000,14000000,14000000,16.454567959008102,7,5,1,1.5,2,Has parking,Prime commercial hub,1
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,22000000,22000000,22000000,16.906553056777135,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,1
6,6,7,5,Detached Duplex,Gwarinpa,Abuja,130000000,130000000,130000000,18.683045016112164,19,13,1,1.1666666666666667,0.8333333333333334,Has parking,Prime commercial hub,4
4,4,5,3,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000,33000000,33000000,17.312018149733785,13,9,1,1.25,0.75,Has parking,Prime commercial hub,2
4,6,6,4,Detached Duplex,Yaba,Lagos,125000000,125000000,125000000,18.643824303266577,16,12,1.5,1.5,1,Has parking,Prime commercial hub,4
4,5,5,4,Detached Duplex,Ibadan,Oyo,40000000,40000000,40000000,17.50439003707821,14,10,1.25,1.25,1,Has parking,Major growth corridor,2
1,5,5,8,Detached Duplex,Maitama District,Abuja,1300000000,1300000000,1300000000,20.985630102183134,11,10,5,5,8,Has parking,Prime commercial hub,5
3,3,4,3,Detached Bungalow,Ajah,Lagos,42000000,42000000,42000000,17.553180200057167,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,2
5,6,6,4,Terraced Duplexes,Wuse 2,Abuja,190000000,190000000,190000000,19.06253463538792,17,12,1.2,1.2,0.8,Has parking,Prime commercial hub,4
4,4,4,2,Semi Detached Bungalow,Karsana,Abuja,100000000,100000000,100000000,18.420680753952364,12,8,1,1,0.5,Has parking,Prime commercial hub,4
3,3,4,2,Detached Duplex,Lekki,Lagos,120000000,120000000,120000000,18.603002309079653,10,7,1,1.3333333333333333,0.6666666666666666,Has parking,Prime commercial hub,4
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,100000000,100000000,100000000,18.420680753952364,13,9,1,1.25,1.25,Has parking,Prime commercial hub,4
5,5,6,1,Detached Duplex,Ikeja,Lagos,150000000,150000000,150000000,18.826145858727198,16,11,1,1.2,0.2,Has parking,Prime commercial hub,4
2,2,2,4,Block Of Flats,Owerri Municipal,Imo,32000000,32000000,32000000,17.281246492014,6,4,1,1,2,Has parking,Emerging market,1
6,6,7,4,Terraced Duplexes,Lekki,Lagos,50000000,50000000,50000000,17.72753358339242,19,13,1,1.1666666666666667,0.6666666666666666,Has parking,Prime commercial hub,2
4,5,5,4,Terraced Duplexes,Jahi,Abuja,70000000,70000000,70000000,18.064005814299346,14,10,1.25,1.25,1,Has parking,Prime commercial hub,3
4,4,5,3,Terraced Duplexes,Lekki,Lagos,120000000,120000000,120000000,18.603002309079653,13,9,1,1.25,0.75,Has parking,Prime commercial hub,4
4,5,5,4,Detached Duplex,Ikorodu,Lagos,11000000,11000000,11000000,16.213405921671733,14,10,1.25,1.25,1,Has parking,Prime commercial hub,1
4,4,5,4,Detached Bungalow,Ikeja,Lagos,130000000,130000000,130000000,18.683045016112164,13,9,1,1.25,1,Has parking,Prime commercial hub,4
4,5,5,4,Block Of Flats,Lekki,Lagos,700000000,700000000,700000000,20.36659089443625,14,10,1.25,1.25,1,Has parking,Prime commercial hub,5
5,5,5,4,Detached Duplex,Idu Industrial,Abuja,55000000,55000000,55000000,17.822843761378564,15,10,1,1,0.8,Has parking,Prime commercial hub,2
4,5,5,3,Detached Duplex,Surulere,Lagos,56000000,56000000,56000000,17.840862266556567,14,10,1.25,1.25,0.75,Has parking,Prime commercial hub,2
4,5,5,2,Detached Duplex,Lekki,Lagos,110000000,110000000,110000000,18.5159909328476,14,10,1.25,1.25,0.5,Has parking,Prime commercial hub,4
4,5,5,4,Terraced Duplexes,Mabushi,Abuja,65000000,65000000,65000000,17.989897843244528,14,10,1.25,1.25,1,Has parking,Prime commercial hub,3
3,4,4,4,Block Of Flats,Lekki,Lagos,45000000,45000000,45000000,17.622173069956816,11,8,1.3333333333333333,1.3333333333333333,1.3333333333333333,Has parking,Prime commercial hub,2
4,5,6,3,Terraced Duplexes,Lekki,Lagos,68000000,68000000,68000000,18.035018277846262,15,11,1.25,1.5,0.75,Has parking,Prime commercial hub,3
2,2,3,4,Block Of Flats,Lekki,Lagos,35000000,35000000,35000000,17.370858648025116,7,5,1,1.5,2,Has parking,Prime commercial hub,2
4,5,5,2,Terraced Duplexes,Lekki,Lagos,49000000,49000000,49000000,17.707330876483063,14,10,1.25,1.25,0.5,Has parking,Prime commercial hub,2
3,3,4,5,Detached Bungalow,Lekki,Lagos,33000000,33000000,33000000,17.312018149733785,10,7,1,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,2
3,3,4,3,Terraced Bungalow,Lekki,Lagos,30000000,30000000,30000000,17.216707972959764,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,1
4,5,5,4,Block Of Flats,Ojo,Lagos,35000000,35000000,35000000,17.370858648025116,14,10,1.25,1.25,1,Has parking,Prime commercial hub,2
5,5,6,4,Semi Detached Duplex,Isheri North,Lagos,80000000,80000000,80000000,18.197537205138154,16,11,1,1.2,0.8,Has parking,Prime commercial hub,3
6,6,7,9,Detached Duplex,Ikoyi,Lagos,900000000,900000000,900000000,20.617905322399697,19,13,1,1.1666666666666667,1.5,Has parking,Prime commercial hub,5
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,55000000,55000000,55000000,17.822843761378564,14,10,1.25,1.25,1,Has parking,Prime commercial hub,2
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,56000000,56000000,56000000,17.840862266556567,13,9,1,1.25,1,Has parking,Prime commercial hub,2
3,5,5,4,Detached Bungalow,Gwarinpa,Abuja,50000000,50000000,50000000,17.72753358339242,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Prime commercial hub,2
4,4,5,1,Semi Detached Duplex,Ajah,Lagos,28000000,28000000,28000000,17.147715103853763,13,9,1,1.25,0.25,Has parking,Prime commercial hub,1
2,2,3,3,Terraced Duplexes,Lekki,Lagos,52000000,52000000,52000000,17.76675429577647,7,5,1,1.5,1.5,Has parking,Prime commercial hub,2
5,6,7,4,Terraced Duplexes,Asaba,Delta,160000000,160000000,160000000,18.8906843794481,18,13,1.2,1.4,0.8,Has parking,Emerging market,4
4,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,470000000,470000000,470000000,19.96824325479604,15,11,1.25,1.5,1,Has parking,Prime commercial hub,5
9,9,9,4,Detached Duplex,Lekki,Lagos,300000000,300000000,300000000,19.519293035953808,27,18,1,1,0.4444444444444444,Has parking,Prime commercial hub,5
5,5,5,4,Detached Duplex,Lekki,Lagos,85500000,85500000,85500000,18.264026945602897,15,10,1,1,0.8,Has parking,Prime commercial hub,3
5,6,7,8,Detached Duplex,Port Harcourt,Rivers,70000000,70000000,70000000,18.064005814299346,18,13,1.2,1.4,1.6,Has parking,Major growth corridor,3
5,5,6,2,Detached Duplex,Katampe,Abuja,210000000,210000000,210000000,19.162618093443648,16,11,1,1.2,0.4,Has parking,Prime commercial hub,5
3,5,5,4,Block Of Flats,Lekki,Lagos,24000000,24000000,24000000,16.993564429978885,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Prime commercial hub,1
4,5,5,3,Semi Detached Duplex,Port Harcourt,Rivers,680000000,680000000,680000000,20.337603357605015,14,10,1.25,1.25,0.75,Has parking,Major growth corridor,5
6,6,7,4,Detached Duplex,Port Harcourt,Rivers,170000000,170000000,170000000,18.951309000896888,19,13,1,1.1666666666666667,0.6666666666666666,Has parking,Major growth corridor,4
3,3,4,3,Terraced Duplexes,Diplomatic Zones,Abuja,80000000,80000000,80000000,18.197537205138154,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,3
6,6,7,6,Detached Duplex,Gbagada,Lagos,95000000,95000000,95000000,18.36938746009113,19,13,1,1.1666666666666667,1,Has parking,Prime commercial hub,3
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,110000000,110000000,110000000,18.5159909328476,16,11,1,1.2,0.8,Has parking,Prime commercial hub,4
3,4,4,5,Detached Bungalow,Lokogoma District,Abuja,28000000,28000000,28000000,17.147715103853763,11,8,1.3333333333333333,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,1
3,3,4,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,30000000,30000000,30000000,17.216707972959764,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,1
4,4,5,4,Semi Detached Duplex,Ilupeju,Lagos,55000000,55000000,55000000,17.822843761378564,13,9,1,1.25,1,Has parking,Prime commercial hub,2
3,3,3,4,Block Of Flats,Apo,Abuja,14000000,14000000,14000000,16.454567959008102,9,6,1,1,1.3333333333333333,Has parking,Prime commercial hub,1
3,5,5,4,Block Of Flats,Apapa,Lagos,650000000,650000000,650000000,20.29248292239242,13,10,1.6666666666666667,1.6666666666666667,1.3333333333333333,Has parking,Prime commercial hub,5
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,285000000,285000000,285000000,19.467999741741696,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
4,4,5,4,Detached Bungalow,Agege,Lagos,85000000,85000000,85000000,18.258161826219297,13,9,1,1.25,1,Has parking,Prime commercial hub,3
3,3,4,2,Block Of Flats,Jahi,Abuja,40000000,40000000,40000000,17.50439003707821,10,7,1,1.3333333333333333,0.6666666666666666,Has parking,Prime commercial hub,2
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,90000000,90000000,90000000,18.31532023940565,14,10,1.25,1.25,1,Has parking,Prime commercial hub,3
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,90000000,90000000,90000000,18.31532023940565,16,11,1,1.2,0.8,Has parking,Prime commercial hub,3
4,5,5,4,Detached Duplex,Lugbe District,Abuja,40000000,40000000,40000000,17.50439003707821,14,10,1.25,1.25,1,Has parking,Prime commercial hub,2
5,5,6,4,Detached Duplex,Ikoyi,Lagos,385000000,385000000,385000000,19.76875389484946,16,11,1,1.2,0.8,Has parking,Prime commercial hub,5
1,5,5,4,Detached Duplex,Asokoro District,Abuja,300000000,300000000,300000000,19.519293035953808,11,10,5,5,4,Has parking,Prime commercial hub,5
4,4,5,6,Detached Bungalow,Kubwa,Abuja,35000000,35000000,35000000,17.370858648025116,13,9,1,1.25,1.5,Has parking,Prime commercial hub,2
2,2,3,4,Terraced Duplexes,Lekki,Lagos,29500000,29500000,29500000,17.19990085520835,7,5,1,1.5,2,Has parking,Prime commercial hub,1
5,5,5,4,Detached Duplex,Lekki,Lagos,155000000,155000000,155000000,18.858935681335133,15,10,1,1,0.8,Has parking,Prime commercial hub,4
4,4,5,4,Terraced Duplexes,Ajah,Lagos,100000000,100000000,100000000,18.420680753952364,13,9,1,1.25,1,Has parking,Prime commercial hub,4
1,1,1,2,Block Of Flats,Ijoko,Ogun,101000000,101000000,101000000,18.430631084706523,3,2,1,1,2,Has parking,Major growth corridor,4
4,5,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,300000000,300000000,300000000,19.519293035953808,14,10,1.25,1.25,1,Has parking,Prime commercial hub,5
4,5,5,4,Block Of Flats,Ibadan,Oyo,15000000,15000000,15000000,16.52356082573315,14,10,1.25,1.25,1,Has parking,Major growth corridor,1
1,1,5,6,Semi Detached Bungalow,Agege,Lagos,18000000,18000000,18000000,16.705882371415992,7,6,1,5,6,Has parking,Prime commercial hub,1
3,3,4,3,Terraced Duplexes,Lekki,Lagos,70000000,70000000,70000000,18.064005814299346,10,7,1,1.3333333333333333,1,Has parking,Prime commercial hub,3
6,8,8,7,Detached Duplex,Isheri,Lagos,160000000,160000000,160000000,18.8906843794481,22,16,1.3333333333333333,1.3333333333333333,1.1666666666666667,Has parking,Prime commercial hub,4
3,3,4,5,Detached Duplex,Ikeja,Lagos,130000000,130000000,130000000,18.683045016112164,10,7,1,1.3333333333333333,1.6666666666666667,Has parking,Prime commercial hub,4
